,Longitude,Latitude,station_name
128,15.123179789647832,58.444157322114506,Sweden_128
129,15.819012658968433,58.45478346706917,Sweden_129
130,15.812204476299987,58.45701140767827,Sweden_130
131,15.180796776199932,58.48271273193768,Sweden_131
132,15.180761472018288,58.48271727236566,Sweden_132
133,15.180738952909222,58.48307422458119,Sweden_133
134,15.180583844903907,58.48315949670848,Sweden_134
135,15.181000353809154,58.48391640043442,Sweden_135
136,15.181966513552258,58.48967605458168,Sweden_136
137,15.191014437366285,58.49616542692046,Sweden_137
138,16.430678503171393,58.51320821832119,Sweden_138
139,16.40460774915119,58.53490410855432,Sweden_139
140,16.403227655831067,58.54389946650129,Sweden_140
141,16.66888731779895,58.64336268178256,Sweden_141
142,16.662147461250537,58.652819597586266,Sweden_142
143,16.65404919868829,58.65457938733583,Sweden_143
144,16.665220196762423,58.65567963397554,Sweden_144
145,14.322867693377004,58.72037571184122,Sweden_145
146,14.34598151666924,58.755985243145226,Sweden_146
147,14.30335547083253,58.774290408187134,Sweden_147
148,14.302742703618913,58.77444902999332,Sweden_148
149,14.338355553930777,58.78073458385451,Sweden_149
150,14.354140402557787,58.78389512204235,Sweden_150
151,14.317746475176367,58.78560285951977,Sweden_151
152,14.352806580305012,58.78585532399984,Sweden_152
153,14.355031944084825,58.78618979004232,Sweden_153
154,14.298211770827828,58.79524274861736,Sweden_154
155,12.135299564890198,58.8091103470544,Sweden_155
156,12.145585753442454,58.81166380294047,Sweden_156
157,12.139424102320618,58.82525923023066,Sweden_157
158,12.15540028709932,58.83846595895851,Sweden_158
159,11.746777371676696,58.987641945958735,Sweden_159
160,11.744120877420198,58.98885134401862,Sweden_160
161,11.748491939173102,58.98940164990755,Sweden_161
162,11.747620441733654,58.98996393074387,Sweden_162
163,15.049816314045014,59.01544845406854,Sweden_163
164,15.031827106644322,59.02434152055164,Sweden_164
165,15.008875315787478,59.03160711236335,Sweden_165
166,15.044510689541807,59.0491022269589,Sweden_166
167,15.042517480048057,59.051481491353215,Sweden_167
168,18.09507275012621,59.0848366792394,Sweden_168
169,18.09829072835341,59.08824414184823,Sweden_169
170,12.119592731401292,59.17244601930325,Sweden_170
171,12.117478966619815,59.17721964152959,Sweden_171
172,12.122977810204237,59.17819243372734,Sweden_172
173,12.132653871057943,59.183586964181806,Sweden_173
174,17.684560184571644,59.231879331296845,Sweden_174
175,17.7012791814083,59.25164847934545,Sweden_175
176,17.608317158433117,59.2574878373592,Sweden_176
177,17.605983038366,59.27870969342598,Sweden_177
178,16.690067630891466,59.34876235251744,Sweden_178
179,16.696405913351256,59.36403779382694,Sweden_179
180,18.23670080159305,59.38926171353297,Sweden_180
181,18.272301379147464,59.3930461394121,Sweden_181
182,18.196606526480043,59.3965723598928,Sweden_182
183,18.18723079669612,59.397888190567095,Sweden_183
184,18.16912938392242,59.40190985596052,Sweden_184
185,18.221194161536395,59.40454655609855,Sweden_185
186,18.24727731884826,59.40540860600854,Sweden_186
187,18.1804678326286,59.4067490853076,Sweden_187
188,18.201144324291512,59.40743307904972,Sweden_188
189,18.227170345868863,59.41002553775814,Sweden_189
190,18.194123107160262,59.41286187751477,Sweden_190
191,18.17278927333231,59.4135772049934,Sweden_191
192,18.17078434662732,59.419658193390575,Sweden_192
193,18.177947953213728,59.42086621897241,Sweden_193
194,18.20982459609593,59.42225324416997,Sweden_194
195,13.888133578788644,59.60457348274212,Sweden_195
196,13.885205720491092,59.604701278617554,Sweden_196
197,13.881891401719582,59.60549539860676,Sweden_197
198,13.884873056066118,59.60565039547324,Sweden_198
199,13.880191741952297,59.60628402434841,Sweden_199
200,13.878014664289388,59.60939964678387,Sweden_200
201,13.878558701770087,59.61387279812577,Sweden_201
202,15.431308732619373,59.62205033165114,Sweden_202
203,15.431308444892156,59.6220693699989,Sweden_203
204,15.431988191190078,59.62229818494667,Sweden_204
205,15.431911665177656,59.62237144371832,Sweden_205
206,15.433799645001733,59.62260991271741,Sweden_206
207,15.43283773107822,59.622675412562266,Sweden_207
208,17.64713759679507,59.65180213366639,Sweden_208
209,17.091346762322512,59.74208181976369,Sweden_209
210,16.502933752899708,59.837631019622215,Sweden_210
211,16.4814396907387,59.85018712029527,Sweden_211
212,16.87951052456796,60.07571217246696,Sweden_212
213,16.87951005564225,60.07571972366257,Sweden_213
214,16.876793731643918,60.10529074590195,Sweden_214
215,16.888832777513745,60.1112541359627,Sweden_215
216,16.87320529642602,60.12563326912332,Sweden_216
217,16.915730513395204,60.12816586428293,Sweden_217
218,16.8862801199878,60.1326589877393,Sweden_218
219,16.890891043721727,60.13560041952939,Sweden_219
220,16.918524126292837,60.13732258731992,Sweden_220
221,16.501032552339083,60.81791532521955,Sweden_221
222,16.50610517858281,60.821039459561625,Sweden_222
223,14.331754281369031,60.87545282875559,Sweden_223
224,14.362600807453166,60.879017695460085,Sweden_224
225,14.361540986111056,60.879098234390455,Sweden_225
226,14.362391177571364,60.88022815244577,Sweden_226
227,14.38345702133398,60.8805956787342,Sweden_227
228,16.65891305618678,61.36543266712541,Sweden_228
229,14.170896546722064,61.92002634383467,Sweden_229
230,14.178860791727992,61.929194877971504,Sweden_230
231,14.2070674730054,61.93747543905898,Sweden_231
232,14.256167641179294,61.99728138541529,Sweden_232
233,14.3441445508564,62.01466156429552,Sweden_233
234,16.21202387200163,62.697203521287456,Sweden_234
235,16.251496717981848,62.71243992331485,Sweden_235
236,16.24430769643983,62.71292869489646,Sweden_236
237,16.24732156896387,62.713029065510746,Sweden_237
238,16.24022000992712,62.71494246618735,Sweden_238
239,16.215500590836246,62.7178907232242,Sweden_239
240,16.21393098270284,62.7181145379128,Sweden_240
241,16.250924688921472,62.73709472238575,Sweden_241
242,17.015461296433283,63.06190038043884,Sweden_242
243,17.0157497710575,63.06216526977622,Sweden_243
244,17.01528192371184,63.062357423848965,Sweden_244
245,12.11480247503788,63.30026854256132,Sweden_245
246,12.118921816304685,63.300669434263845,Sweden_246
247,14.189537930213536,63.31238150331248,Sweden_247
248,14.184937599676791,63.31592705038588,Sweden_248
249,14.127269934858427,63.31657063775201,Sweden_249
250,14.154623311051449,63.31690308912764,Sweden_250
251,14.186681669048305,63.318544996729706,Sweden_251
252,13.024086254304391,63.73745053423048,Sweden_252
253,13.099571784562754,63.77811315891455,Sweden_253
254,17.331790717244044,63.9145417455162,Sweden_254
255,17.194144589108788,64.00453754620901,Sweden_255
256,17.229601110009334,64.00708475945478,Sweden_256
257,20.49273684864649,64.01055683496467,Sweden_257
258,20.49539705676004,64.01091777601555,Sweden_258
259,17.258260138438096,64.0131202867331,Sweden_259
260,19.57322496607351,64.18608708539585,Sweden_260
261,19.57384112816555,64.18657126910125,Sweden_261
262,19.77376113924072,64.25129170593524,Sweden_262
263,19.77970540327604,64.25505411110093,Sweden_263
264,19.77970540327604,64.25505411110093,Sweden_264
265,19.779161086119228,64.25513489233248,Sweden_265
266,19.780310546803,64.25520515885297,Sweden_266
267,16.058109096851044,64.40317103355217,Sweden_267
268,15.851851274575498,64.56638981087289,Sweden_268
269,16.002008613285494,64.80023668296833,Sweden_269
270,15.903612541497353,64.8539552261153,Sweden_270
271,20.99294307473109,64.90024018965444,Sweden_271
272,20.98894789411172,64.90046780673667,Sweden_272
273,15.870118582825404,64.91226092004877,Sweden_273
274,14.209626517973698,64.9146820719934,Sweden_274
275,20.957797737989043,64.9150756682853,Sweden_275
276,17.112964155303533,64.9828440034976,Sweden_276
277,17.080048075296467,64.99432600163962,Sweden_277
278,17.07190370094305,64.99613275259406,Sweden_278
279,17.07196593724942,65.00528592111279,Sweden_279
280,17.058799578084756,65.0295669187371,Sweden_280
281,22.092809381538903,65.56230942536625,Sweden_281
282,15.03849851008131,65.96075290427186,Sweden_282
283,15.061250745475904,65.97207671295705,Sweden_283
284,18.104472791552244,65.98448550678138,Sweden_284
285,18.115491930016766,65.99639416919696,Sweden_285
286,18.1389624175011,65.99664570974419,Sweden_286
287,18.12516849825547,65.99922319610704,Sweden_287
288,18.12638723929578,66.00024206768012,Sweden_288
289,18.12780210057049,66.00226968207564,Sweden_289
290,21.865734006209884,66.27738969285681,Sweden_290
291,21.87986589764458,66.32309578388693,Sweden_291
292,21.852529260544355,66.3568764517269,Sweden_292
293,21.575501138572605,66.38766124499665,Sweden_293
294,21.57785178416958,66.38819725981128,Sweden_294
295,21.576994699197847,66.38880066627577,Sweden_295
296,21.773636825615974,66.40530466340542,Sweden_296
297,21.699266437844567,66.41569799617186,Sweden_297
298,21.745133834032604,66.41745403877408,Sweden_298
299,21.59730775001915,66.48530764405955,Sweden_299
300,21.55578028048128,66.49829115920298,Sweden_300
301,21.51824357435892,66.51809533915407,Sweden_301
302,21.425404644800967,66.57313696278567,Sweden_302
303,19.7081138877044,66.61810065981246,Sweden_303
304,19.8072167425424,66.63141009032462,Sweden_304
305,20.99623389016214,67.66738566059848,Sweden_305
306,21.000041806649783,67.6686676632001,Sweden_306
307,21.00428859259025,67.66903583103674,Sweden_307
308,21.002997278547333,67.66952655898436,Sweden_308
309,21.007920834517623,67.67031219408571,Sweden_309
310,18.81184396293392,68.34449267662232,Sweden_310
311,18.816445507181964,68.34799871197575,Sweden_311
312,18.817731878140084,68.35197345183397,Sweden_312
313,18.8153742098314,68.35277548165878,Sweden_313
314,18.8153742098314,68.35277548165878,Sweden_314
315,18.815553908949106,68.35428058765301,Sweden_315
316,18.81645105741208,68.355202236739,Sweden_316
317,18.8187479588001,68.35538393023775,Sweden_317
