Date,SGI
1990-01-31,-0.05224518037594049
1990-02-28,1.0544724517700528
1990-03-31,-0.2641469768259236
1990-04-30,-0.7415940438615164
1990-05-31,0.05224518037594049
1990-06-30,-0.15731068461017084
1990-07-31,0.05224518037594049
1990-08-31,-0.10920048169143169
1990-09-30,0.33300509819729657
1990-10-31,0.857254320221178
1990-11-30,1.0271542729149996
1990-12-31,1.0271542729149996
1991-01-31,0.1573106846101707
1991-02-28,-0.7415940438615164
1991-03-31,-0.05224518037594049
1991-04-30,-0.48877641111466963
1991-05-31,0.37409541019772363
1991-06-30,1.0544724517700528
1991-07-31,1.0544724517700528
1991-08-31,1.0271542729149996
1991-09-30,-0.33300509819729657
1991-10-31,-0.7091025034090238
1991-11-30,-0.7091025034090238
1991-12-31,-0.5751092812784382
1992-01-31,-0.15731068461017084
1992-02-29,0.37409541019772363
1992-03-31,1.0544724517700528
1992-04-30,0.1573106846101707
1992-05-31,0.1573106846101707
1992-06-30,-0.48877641111466963
1992-07-31,-0.2641469768259236
1992-08-31,-1.5123895860676801
1992-09-30,0.5751092812784381
1992-10-31,0.33300509819729657
1992-11-30,0.857254320221178
1992-12-31,-0.21972291581857994
1993-01-31,-0.6102946101863327
1993-02-28,-0.05224518037594049
1993-03-31,-0.6102946101863327
1993-04-30,-0.37409541019772363
1993-05-31,-0.48877641111466963
1993-06-30,-0.887146559018876
1993-07-31,-1.2581615610630967
1993-08-31,-1.0271542729149996
1993-09-30,0.45074421261535924
1993-10-31,0.10920048169143155
1993-11-30,0.45074421261535924
1993-12-31,0.7091025034090237
1994-01-31,1.2581615610630967
1994-02-28,-0.15731068461017084
1994-03-31,0.1573106846101707
1994-04-30,0.887146559018876
1994-05-31,-0.2641469768259236
1994-06-30,0.37409541019772363
1994-07-31,0.2641469768259235
1994-08-31,0.0
1994-09-30,2.0190862005831423
1994-10-31,1.0271542729149996
1994-11-30,0.5751092812784381
1994-12-31,-0.10920048169143169
1995-01-31,0.887146559018876
1995-02-28,2.036834131701388
1995-03-31,0.4887764111146695
1995-04-30,0.7415940438615164
1995-05-31,0.7415940438615164
1995-06-30,0.6102946101863326
1995-07-31,0.4887764111146695
1995-08-31,-0.8572543202211783
1995-09-30,-1.2334945619686914
1995-10-31,-1.0271542729149996
1995-11-30,0.21972291581857967
1995-12-31,-1.0271542729149996
1996-01-31,-0.7415940438615164
1996-02-29,-0.887146559018876
1996-03-31,-1.2581615610630967
1996-04-30,0.05224518037594049
1996-05-31,1.5341205443525463
1996-06-30,0.4887764111146695
